timestamp,project_id,location,latitude,longitude,elevation_meters,project_type,vegetation_type,density_of_vegetation,soil_moisture,temperature_c,humidity_percent,wind_speed_kph,sunlight_hours,weather_condition,project_status,water_usage_liters,maintenance_required,landscape_architect_id,budget_allocated_php,contract_amount_php,environmental_impact_assessment_score,payment_status,owner,designer,deposit_php,withdraw_php,balance_checker_php
2025-05-26 20:26:43.571788,PRJ6429,General Trias,14.38748,120.871303,1869.4,Campus Landscape,Native Grass,29.9,31.92,31.2,78.3,14.4,4.7,Sunny,Schematics Phase,123.1,False,0894,3221364,1449678,7.0,Pending,Genkei Javier,Leafline Studio,1168260.79,473105.57,695155.22
2025-05-11 20:26:43.572126,PRJ2344,Angeles City,15.154636,120.580262,172.7,Public Plaza,Native Grass,84.1,35.72,34.5,91.2,0.3,8.4,Rainy,Construction Phase,157.6,False,8732,790352,1815882,6.9,Paid,James Samson,Verdant Visions Ltd.,493850.85,477959.18,15891.67
2025-05-24 20:26:43.572477,PRJ4511,Valenzuela,14.702023,120.991982,658.0,Public Plaza,Tropical Trees,45.6,48.94,32.0,52.7,5.0,7.6,Sunny,Design Devt. Phase,153.0,False,5287,1927002,5747609,7.0,Overdue,Alvin Narciso,GreenScape Inc.,4892398.24,3816444.98,1075953.26
2025-06-03 20:26:43.572818,PRJ3424,San Pedro,14.351181,121.060333,770.4,Institutional,Succulents,80.2,71.34,26.0,86.3,17.0,5.2,Rainy,Construction Phase,287.6,False,0104,4857843,2367564,5.5,Pending,Juan Cruz,TropiLand Design,1192603.57,943861.24,248742.33
2025-05-29 20:26:43.573163,PRJ6917,Manila,14.592187,120.984369,1580.8,Commercial,Native Grass,60.4,22.52,30.6,57.1,5.7,7.2,Sunny,Contract Document Phase,64.2,False,0517,2916697,4940000,1.5,Overdue,John Mark Asuncion,ArborVista Design,533364.6,471004.63,62359.97
2025-05-18 20:26:43.573503,PRJ8434,Cebu City,10.308851,123.889354,1021.2,Institutional,Tropical Trees,36.6,55.04,31.5,93.4,7.6,6.4,Windy,Construction Phase,76.2,True,3343,2157185,4581759,8.6,Paid,John Paul Cuizon,Urban Eden Co.,3664638.09,3241856.54,422781.55
2025-05-23 20:26:43.573846,PRJ7048,San Juan,14.606692,121.023466,1766.4,Rooftop Garden,Succulents,47.9,68.75,28.5,88.9,18.5,4.7,Windy,Design Devt. Phase,297.5,False,5721,1276917,4023432,4.6,Pending,Jonas Corpuz,Urban Eden Co.,4788671.08,3964492.41,824178.67
2025-05-23 20:26:43.574190,PRJ3108,Tarlac City,15.473917,120.590313,195.4,Campus Landscape,Succulents,54.6,27.26,33.4,85.1,11.2,6.7,Stormy,Construction Phase,82.6,True,9959,2496151,4245912,9.3,Paid,Christian Reyes,EcoHabitat,941503.85,793294.99,148208.86
2025-05-16 20:26:43.574525,PRJ3285,Naga City,13.616496,123.19271,1277.1,Public Plaza,Ornamental Shrubs,56.1,71.1,28.1,60.1,15.6,8.2,Rainy,Schematics Phase,234.4,True,3060,739933,2928496,7.3,Overdue,Juan Cruz,UrbanCanopy Builders,1129052.64,106975.19,1022077.45
2025-05-12 20:26:43.574863,PRJ8380,Butuan,8.950566,125.547954,386.9,Public Plaza,Succulents,94.9,55.99,27.8,64.4,13.8,6.5,Stormy,Design Devt. Phase,209.5,True,7858,1949465,2703963,5.0,Overdue,Daniel Guzman,UrbanCanopy Builders,1896076.93,1534012.26,362064.67
2025-06-06 20:26:43.575207,PRJ2553,Zamboanga City,6.927357,122.06961,1200.5,Rooftop Garden,Succulents,58.8,34.47,31.8,89.5,6.8,6.7,Cloudy,Maintenance Phase,65.1,True,2781,2424698,2060634,9.5,Overdue,Alvin Narciso,BotaniCore Inc.,3513962.94,918139.97,2595822.97
2025-05-16 20:26:43.575551,PRJ7914,General Trias,14.382665,120.889857,57.3,Residential Landscape,Ground Cover,59.9,40.6,29.9,59.9,19.3,4.6,Rainy,Schematics Phase,136.5,False,7314,3099231,3697224,2.2,Paid,John Paul Cuizon,EcoTierra Solutions,4450893.83,1177536.7,3273357.13
2025-06-04 20:26:43.575887,PRJ7169,Iloilo City,10.71717,122.554902,1285.1,Commercial,Native Grass,61.3,56.36,30.8,68.2,7.5,7.3,Cloudy,Maintenance Phase,120.1,False,1030,2882011,2643255,10.0,Paid,Cyler Cordova,GreenScape Inc.,2551194.6,1951952.49,599242.11
2025-05-29 20:26:43.576239,PRJ7317,Caloocan,14.656094,120.987273,1416.1,Public Plaza,Tropical Trees,78.6,47.88,30.5,88.5,12.4,9.9,Rainy,Contract Document Phase,170.7,False,1982,2366306,3364329,3.0,Paid,Dranreb Manuel,NatureScape PH,4121350.31,1251877.19,2869473.12
2025-06-01 20:26:43.576575,PRJ2521,Valenzuela,14.694069,120.979272,545.4,Commercial,Ground Cover,36.8,28.61,27.2,93.7,19.6,7.6,Sunny,Construction Phase,143.5,False,8730,4539906,3240681,4.2,Overdue,Jonas Corpuz,EcoTierra Solutions,3316469.16,1990914.26,1325554.9
2025-05-23 20:26:43.577393,PRJ2641,Zamboanga City,6.924776,122.084553,597.5,Residential Landscape,Tropical Trees,87.4,39.76,26.0,70.7,14.4,9.3,Cloudy,Construction Phase,233.5,False,6436,4481469,2910820,8.5,Pending,Harlem de Los Santos,ArborVista Design,3987321.57,847101.55,3140220.02
2025-05-14 20:26:43.577774,PRJ1702,Navotas,14.669514,120.939902,277.6,Public Plaza,Native Grass,87.5,75.02,27.2,56.5,9.2,6.7,Stormy,Construction Phase,122.6,False,7494,3987048,1029672,9.5,Paid,Dranreb Manuel,TropiLand Design,362237.22,136228.72,226008.5
2025-05-18 20:26:43.578144,PRJ4874,Olongapo,14.842596,120.284085,970.8,Urban Park,Native Grass,46.3,43.1,33.6,81.8,5.8,8.1,Rainy,Design Devt. Phase,109.9,True,8204,1678203,1713588,6.8,Overdue,Kylen Villareal,MetroGreen Projects,4319072.93,2219317.75,2099755.18
2025-06-04 20:26:43.578494,PRJ6303,Zamboanga City,6.92422,122.085419,826.4,Institutional,Ornamental Shrubs,62.3,22.7,30.0,74.5,5.5,4.6,Windy,Contract Document Phase,156.1,False,6199,4135534,671321,9.3,Overdue,Jaime Ballesteros,VerdeWorks Studio,4082681.4,1257542.61,2825138.79
2025-05-21 20:26:43.578853,PRJ1554,San Fernando (Pampanga),15.020818,120.680473,1113.4,Public Plaza,Ground Cover,77.4,71.11,31.1,59.0,1.4,9.9,Cloudy,Design Devt. Phase,113.2,False,7488,2551291,3880004,3.9,Paid,Genkei Javier,GreenForm Innovations,3683916.85,3262345.7,421571.15
2025-05-22 20:26:43.579207,PRJ3426,Iloilo City,10.728369,122.555032,1672.8,Public Plaza,Native Grass,86.5,75.89,34.6,80.3,3.4,6.3,Sunny,Contract Document Phase,233.9,False,9274,2402575,4641767,9.4,Pending,Wilfred dela Rosa,BotaniCore Inc.,1781879.73,549126.49,1232753.24
2025-05-30 20:26:43.579811,PRJ2445,Pasig,14.571237,121.080559,422.4,Campus Landscape,Ground Cover,58.6,60.57,32.7,73.3,6.2,9.4,Rainy,Construction Phase,269.6,True,5607,4310327,4840635,2.9,Overdue,Joshua Delos Reyes,MetroGreen Projects,1712746.38,936846.6,775899.78
2025-05-25 20:26:43.580174,PRJ7542,Mandaluyong,14.582322,121.033034,1924.7,Rooftop Garden,Native Grass,47.3,71.18,30.9,86.7,2.6,5.1,Rainy,Contract Document Phase,192.5,False,2929,4115047,2397987,8.4,Overdue,John Carlo Pimentel,TerraLeaf Collective,2281705.46,456016.64,1825688.82
2025-05-13 20:26:43.580532,PRJ5133,Marikina,14.658033,121.094067,507.6,Rooftop Garden,Tropical Trees,45.3,78.08,34.4,61.1,8.1,4.4,Windy,Maintenance Phase,168.9,True,6121,2391646,3421258,1.1,Pending,Arvin Arcilla,MetroGreen Projects,4342309.45,2127824.58,2214484.87
2025-06-05 20:26:43.580910,PRJ5122,San Fernando (Pampanga),15.040055,120.680141,1524.7,Urban Park,Ground Cover,86.3,50.23,24.2,54.0,16.9,6.2,Windy,Maintenance Phase,257.8,False,4119,4876426,2075391,3.3,Paid,Arvin dela Cruz,FloraFusion Co.,3210852.74,1260884.32,1949968.42
2025-05-11 20:26:43.581256,PRJ1399,Valenzuela,14.703532,120.985279,1732.9,Rooftop Garden,Ornamental Shrubs,35.2,67.37,26.0,55.4,14.0,5.0,Rainy,Schematics Phase,222.3,True,0222,4719522,2856812,1.6,Paid,Kylen Villareal,Osias Landscape Design Studio,3087709.22,570971.13,2516738.09
2025-05-23 20:26:43.581598,PRJ4093,Mandaluyong,14.569786,121.031527,530.7,Campus Landscape,Tropical Trees,58.5,45.57,25.4,52.5,4.7,4.2,Cloudy,Design Devt. Phase,166.6,False,9034,2649536,4931608,3.5,Paid,Alvin Narciso,MetroGreen Projects,383076.33,313002.69,70073.64
2025-05-18 20:26:43.582037,PRJ7532,Zamboanga City,6.9208,122.069282,1963.2,Campus Landscape,Succulents,63.5,32.35,29.6,74.5,19.5,8.0,Cloudy,Schematics Phase,60.4,False,0925,4204914,5785153,7.7,Overdue,Vince Perez,ArborVista Design,3265101.96,1553064.3,1712037.66
2025-05-15 20:26:43.582407,PRJ3169,Pasig,14.568377,121.080157,1802.5,Commercial,Tropical Trees,63.3,23.31,28.3,91.2,16.4,8.8,Sunny,Design Devt. Phase,274.8,False,9100,3345933,2041856,7.1,Pending,Ash Bondoc,TerraLeaf Collective,3475092.14,2375392.48,1099699.66
2025-05-27 20:26:43.582769,PRJ1171,Caloocan,14.654221,120.981573,1103.4,Institutional,Ornamental Shrubs,54.4,34.79,29.8,88.2,3.6,6.5,Sunny,Construction Phase,139.4,True,8450,3002198,2248883,5.1,Overdue,John Carlo Pimentel,MetroGreen Projects,2162356.05,1384121.56,778234.49
2025-05-29 20:26:43.583132,PRJ8883,Batangas City,13.761017,121.053812,1356.9,Commercial,Native Grass,48.3,52.25,31.0,94.3,13.0,5.1,Windy,Construction Phase,129.8,False,2954,1313343,4306500,1.7,Overdue,Jalen Conde,EcoTierra Solutions,3759712.23,2002727.3,1756984.93
2025-05-16 20:26:43.583478,PRJ7966,Cebu City,10.315271,123.878147,1440.6,Campus Landscape,Succulents,84.3,78.6,29.4,68.0,16.4,5.7,Sunny,Schematics Phase,275.4,False,5519,1870760,1318425,9.3,Paid,Wilfred dela Rosa,BioVerdant Group,3438863.65,1175415.77,2263447.88
2025-05-26 20:26:43.583839,PRJ6680,San Fernando (Pampanga),15.033174,120.681485,845.6,Institutional,Tropical Trees,38.0,31.83,33.9,68.4,3.2,5.2,Cloudy,Maintenance Phase,83.9,False,6246,4625158,5877691,2.6,Overdue,Ryan Musa,NatureScape PH,2720600.31,2357878.34,362721.97
2025-06-05 20:26:43.584182,PRJ2458,Navotas,14.671903,120.937048,1635.5,Urban Park,Tropical Trees,91.3,57.8,24.1,57.2,17.8,9.1,Stormy,Contract Document Phase,175.5,False,0366,3892601,5983162,6.1,Paid,Lancel Cano,MetroGreen Projects,3732176.44,391391.58,3340784.86
2025-05-24 20:26:43.584539,PRJ7152,Santa Rosa,14.313317,121.117681,1920.8,Rooftop Garden,Ornamental Shrubs,34.6,51.94,27.7,59.5,7.8,9.5,Stormy,Maintenance Phase,152.5,False,8718,2981847,4007057,4.1,Overdue,Harlem de Los Santos,EcoVerde Philippines,1301359.67,1003562.31,297797.36
2025-05-28 20:26:43.584879,PRJ6020,Santa Rosa,14.311483,121.11944,1744.1,Residential Landscape,Succulents,76.2,51.2,24.2,68.0,8.9,7.9,Windy,Schematics Phase,200.2,False,6779,1274961,3762545,7.6,Pending,Jacob Vasquez,Urban Eden Co.,2863229.91,2160316.67,702913.24
2025-06-07 20:26:43.585227,PRJ8900,Marikina,14.640962,121.093851,1936.4,Residential Landscape,Ornamental Shrubs,66.1,48.27,28.5,67.7,9.1,5.1,Sunny,Schematics Phase,262.2,True,1317,777139,2640401,4.6,Overdue,Christian Guillermo,Lush Living Landscapes,1602559.52,376068.74,1226490.78
2025-05-15 20:26:43.585568,PRJ7555,Parañaque,14.476417,121.021633,1748.4,Rooftop Garden,Tropical Trees,39.8,65.65,27.2,55.2,2.5,7.0,Cloudy,Design Devt. Phase,114.4,True,7320,3691533,3203465,5.0,Paid,Ash Bondoc,Lush Living Landscapes,3878071.97,709246.52,3168825.45
2025-05-28 20:26:43.585911,PRJ7857,Biñan,14.346068,121.072457,765.5,Campus Landscape,Ground Cover,73.1,78.08,32.6,55.1,16.6,6.9,Cloudy,Construction Phase,148.6,False,0607,968327,5895312,8.5,Pending,Joshua Delos Reyes,Urban Eden Co.,2403419.76,1311673.57,1091746.19
2025-05-11 20:26:43.586253,PRJ1461,Bacolod City,10.680035,122.955757,161.0,Campus Landscape,Ornamental Shrubs,50.1,65.05,31.1,73.8,12.6,7.0,Stormy,Design Devt. Phase,192.5,False,0580,4312437,5430619,2.7,Overdue,John Rey Castro,VerdeWorks Studio,2119724.33,1296754.46,822969.87
2025-05-29 20:26:43.586606,PRJ9928,Las Piñas,14.442591,120.999193,1658.2,Urban Park,Tropical Trees,66.9,50.86,31.2,60.3,16.0,9.8,Stormy,Contract Document Phase,141.2,False,5952,3984627,2888178,5.1,Paid,Daniel Guzman,ArborVista Design,211150.7,128538.99,82611.71
2025-05-31 20:26:43.586952,PRJ4548,Makati,14.545864,121.017082,280.6,Rooftop Garden,Ground Cover,73.0,71.11,25.3,54.5,8.2,7.8,Sunny,Contract Document Phase,96.6,False,0231,1321808,4844192,9.5,Pending,Crisanto Pangilinan,VerdeWorks Studio,3560207.03,1979074.64,1581132.39
2025-06-04 20:26:43.587293,PRJ6563,San Pedro,14.366909,121.05551,1549.0,Public Plaza,Native Grass,77.3,20.21,25.1,69.1,13.1,6.7,Sunny,Schematics Phase,257.7,False,3705,1753555,4313073,5.8,Pending,Juan Tenorio,MetroGreen Projects,1648833.68,717185.3,931648.38
2025-06-04 20:26:43.587642,PRJ5850,Bacolod City,10.684923,122.945481,1299.7,Public Plaza,Ground Cover,90.3,75.62,27.4,59.8,8.2,9.7,Windy,Schematics Phase,107.1,False,9048,3142792,2570186,2.8,Overdue,Jaime Nicolas,Lush Living Landscapes,628264.64,494694.88,133569.76
2025-05-27 20:26:43.587978,PRJ6797,Bacoor,14.467699,120.971438,1005.4,Rooftop Garden,Native Grass,43.1,53.78,27.5,56.1,10.4,4.5,Cloudy,Design Devt. Phase,276.5,False,8583,4771052,1427055,4.1,Pending,Calgary Molina,TropiLand Design,2835261.3,584954.17,2250307.13
2025-05-20 20:26:43.588321,PRJ4534,Imus,14.438491,120.936428,253.2,Institutional,Ground Cover,47.2,64.95,25.0,63.6,13.1,8.7,Sunny,Contract Document Phase,120.1,False,7860,4861873,2542058,3.4,Overdue,Jonas Corpuz,TerraLeaf Collective,4668272.67,4506155.16,162117.51
2025-05-11 20:26:43.588659,PRJ9627,Naga City,13.62962,123.18801,1725.8,Residential Landscape,Ground Cover,82.4,43.49,26.8,69.3,0.3,4.9,Sunny,Schematics Phase,71.5,True,6817,1741411,663580,5.1,Overdue,Christian Guillermo,TropiLand Design,715940.46,585494.93,130445.53
2025-05-19 20:26:43.589011,PRJ4287,Makati,14.555584,121.021692,1259.8,Institutional,Succulents,34.0,65.59,24.9,61.6,8.0,5.6,Stormy,Design Devt. Phase,73.1,True,3507,1691418,3216924,1.8,Paid,Christian Guillermo,Leafline Studio,1863793.59,1682560.26,181233.33
2025-05-29 20:26:43.589395,PRJ8551,Caloocan,14.64961,120.975732,211.1,Rooftop Garden,Ground Cover,35.7,69.32,33.2,94.2,4.4,6.1,Windy,Schematics Phase,82.8,True,0192,4496950,4396088,8.2,Paid,Kylen Villareal,Osias Landscape Design Studio,3050440.81,608070.86,2442369.95
2025-06-07 20:26:43.589772,PRJ7165,Angeles City,15.14492,120.590042,1201.5,Urban Park,Native Grass,20.5,47.81,25.8,71.6,0.2,5.2,Windy,Design Devt. Phase,233.9,True,4934,2041669,5434728,7.4,Overdue,Ernie Sotto,EcoVerde Philippines,920170.11,721303.47,198866.64
2025-06-02 20:26:43.590123,PRJ6608,Mandaluyong,14.578794,121.044297,781.9,Urban Park,Native Grass,57.1,44.35,28.0,71.8,8.0,6.6,Cloudy,Schematics Phase,174.1,False,3512,3465115,1397710,2.4,Pending,Xavier Andaya,Urban Eden Co.,2312855.89,861545.63,1451310.26
2025-05-14 20:26:43.590465,PRJ9289,Iloilo City,10.712123,122.569057,1472.8,Commercial,Ornamental Shrubs,92.3,28.28,31.1,55.6,14.9,7.5,Cloudy,Schematics Phase,292.2,False,7185,4650825,4504237,9.5,Overdue,Alvin Narciso,TerraLeaf Collective,2171036.96,1732601.3,438435.66
2025-05-21 20:26:43.590803,PRJ8706,Manila,14.609017,120.986742,58.6,Commercial,Tropical Trees,86.1,30.82,24.8,86.3,18.6,5.8,Sunny,Schematics Phase,174.0,True,9064,1774548,5927074,4.5,Pending,Cyler Cordova,TerraLeaf Collective,3051691.77,2708276.68,343415.09
2025-06-01 20:26:43.591143,PRJ3245,Mandaluyong,14.570279,121.037936,1295.7,Urban Park,Tropical Trees,29.1,48.39,26.7,88.0,14.0,7.8,Cloudy,Design Devt. Phase,82.4,False,9044,1292040,1403728,4.9,Paid,Christian Guillermo,GreenScape Inc.,1903545.77,521001.35,1382544.42
2025-06-06 20:26:43.591480,PRJ9939,Cebu City,10.314476,123.880986,1379.2,Institutional,Tropical Trees,58.5,26.72,34.3,62.1,18.8,8.3,Rainy,Schematics Phase,104.9,False,8601,4331342,2079445,1.1,Pending,Cyler Cordova,VerdeWorks Studio,4081181.53,1653065.51,2428116.02
2025-06-08 20:26:43.591835,PRJ7005,Butuan,8.941259,125.535171,1178.1,Public Plaza,Tropical Trees,58.1,26.66,28.2,73.2,5.5,7.4,Sunny,Design Devt. Phase,144.9,True,6861,744476,3751049,6.0,Pending,John Rey Castro,FloraFusion Co.,973305.35,710924.33,262381.02
2025-05-11 20:26:43.592182,PRJ4268,San Pedro,14.359166,121.05281,1659.6,Public Plaza,Tropical Trees,77.0,31.56,25.9,89.6,13.0,8.4,Windy,Maintenance Phase,207.8,True,2271,3058764,4899229,4.5,Pending,Jerome Gregorio,GreenForm Innovations,1099264.74,891901.03,207363.71
2025-05-25 20:26:43.592527,PRJ3669,San Pedro,14.362067,121.065191,1210.7,Campus Landscape,Ornamental Shrubs,20.8,39.14,34.9,55.5,16.5,8.6,Rainy,Construction Phase,194.6,False,3891,1235353,2131223,9.7,Pending,Christian Reyes,GreenForm Innovations,973536.75,193166.62,780370.13
2025-05-15 20:26:43.592865,PRJ1668,Caloocan,14.653093,120.985877,46.3,Campus Landscape,Ornamental Shrubs,78.9,65.47,29.4,51.1,7.6,8.3,Sunny,Maintenance Phase,284.8,False,6648,3486400,3288854,8.1,Paid,Nathan Malinao,NatureScape PH,743607.87,101890.76,641717.11
2025-05-20 20:26:43.593219,PRJ1862,Lipa,13.933159,121.160126,1077.7,Public Plaza,Succulents,31.3,33.23,33.6,92.0,18.6,5.3,Rainy,Maintenance Phase,167.2,True,5965,2104770,2389300,3.5,Overdue,Wilfred dela Rosa,GreenForm Innovations,3445746.85,1036621.5,2409125.35
2025-06-03 20:26:43.593668,PRJ2829,Legazpi,13.13837,123.752262,1730.3,Residential Landscape,Native Grass,94.2,36.96,25.8,62.3,7.3,8.8,Stormy,Contract Document Phase,151.1,False,9810,3249455,2953800,9.9,Pending,James Samson,GreenScape Inc.,2505791.22,1797640.54,708150.68
2025-05-11 20:26:43.594025,PRJ5389,Imus,14.438401,120.938205,1257.7,Public Plaza,Ground Cover,67.0,48.62,33.3,92.5,11.2,5.8,Sunny,Design Devt. Phase,134.0,False,3974,2395196,1120386,8.6,Overdue,Christian Reyes,TerraLeaf Collective,3927050.35,3181597.91,745452.44
2025-05-15 20:26:43.594376,PRJ3908,Navotas,14.670255,120.944275,1575.1,Institutional,Native Grass,26.6,52.56,25.2,67.9,5.8,4.2,Cloudy,Schematics Phase,213.1,False,3734,2275402,5151859,5.7,Paid,Jalen Conde,FloraFusion Co.,2812366.51,2263188.04,549178.47
2025-06-07 20:26:43.594725,PRJ5182,Butuan,8.955062,125.546729,1690.5,Institutional,Succulents,39.3,58.19,28.8,71.8,7.4,6.5,Windy,Contract Document Phase,128.5,True,4064,1201155,2589666,2.2,Paid,Cyler Cordova,BioVerdant Group,377744.58,309320.64,68423.94
2025-06-07 20:26:43.595068,PRJ7734,Naga City,13.623634,123.193825,867.4,Urban Park,Succulents,44.8,75.89,26.8,56.2,3.4,9.8,Windy,Schematics Phase,75.0,False,4403,3779399,3927710,8.1,Pending,Jalen Conde,ArborVista Design,964056.86,100303.37,863753.49
2025-05-10 20:26:43.595409,PRJ5841,Santa Rosa,14.309351,121.113748,470.6,Urban Park,Tropical Trees,93.2,25.25,31.1,68.1,1.7,5.5,Rainy,Design Devt. Phase,293.9,False,4954,3648241,5461339,2.7,Overdue,Jacob Vasquez,EcoTierra Solutions,2689793.78,2535304.03,154489.75
2025-05-25 20:26:43.595748,PRJ9586,Parañaque,14.482975,121.010483,1715.2,Residential Landscape,Ground Cover,91.9,20.45,33.7,73.6,11.9,9.1,Windy,Schematics Phase,241.0,False,2141,4426429,1129041,7.5,Paid,Fergus Laurente,ZenCanopy Designs,2272633.56,1491776.69,780856.87
2025-05-24 20:26:43.596277,PRJ4208,Muntinlupa,14.41414,121.036121,440.4,Campus Landscape,Succulents,49.3,66.25,27.3,74.5,8.6,5.3,Rainy,Construction Phase,133.3,False,3913,4823658,4507012,7.5,Paid,Benjamin Alarcon,TropiLand Design,878627.97,547239.61,331388.36
2025-05-18 20:26:43.596667,PRJ5512,Mandaluyong,14.584568,121.044701,629.8,Rooftop Garden,Ground Cover,57.5,64.74,32.1,79.2,4.6,5.8,Stormy,Maintenance Phase,267.2,False,2861,4887534,5998643,2.1,Overdue,Nathan Malinao,EcoVerde Philippines,2970621.89,1329528.85,1641093.04
2025-06-02 20:26:43.597015,PRJ1345,Angeles City,15.149882,120.587177,49.5,Public Plaza,Native Grass,93.3,61.46,24.7,76.2,10.5,5.3,Stormy,Construction Phase,83.2,False,8064,1838902,438345,3.9,Overdue,John Carlo Pimentel,NatureScape PH,3282875.57,1097232.17,2185643.4
2025-05-23 20:26:43.597359,PRJ5565,Iloilo City,10.729087,122.570516,765.1,Residential Landscape,Ornamental Shrubs,27.0,49.11,26.5,72.4,19.8,5.4,Windy,Construction Phase,209.9,True,4378,1488157,2850458,4.4,Overdue,Jaime Nicolas,ArborVista Design,1403699.06,568316.38,835382.68
2025-05-31 20:26:43.597702,PRJ1170,Bacoor,14.467349,120.968592,515.4,Commercial,Ornamental Shrubs,91.9,76.42,32.6,65.5,9.1,8.3,Rainy,Contract Document Phase,258.7,True,3487,1493893,3735183,1.7,Pending,Shawn Domingo,EcoVerde Philippines,4791094.24,2129358.4,2661735.84
2025-06-08 20:26:43.598048,PRJ3023,Manila,14.600548,120.977637,636.4,Institutional,Native Grass,73.8,35.75,26.9,52.8,19.4,9.4,Sunny,Contract Document Phase,164.5,False,5833,4114955,914985,5.4,Paid,Xavier Andaya,EcoVerde Philippines,1515469.71,344655.69,1170814.02
2025-05-31 20:26:43.598396,PRJ2001,Dasmariñas,14.337741,120.928815,887.2,Campus Landscape,Succulents,26.2,23.43,33.8,68.4,5.5,7.8,Rainy,Construction Phase,178.7,True,6577,4110649,5611857,6.3,Pending,Albert Pablo,ArborVista Design,2664666.55,2627293.76,37372.79
2025-05-23 20:26:43.598746,PRJ7942,Pasig,14.581439,121.092153,676.6,Public Plaza,Native Grass,89.5,69.57,27.5,57.9,12.4,5.3,Stormy,Maintenance Phase,236.6,False,0264,1554392,2376615,6.0,Paid,Melchor Catalan,NatureScape PH,1396892.3,1201226.83,195665.47
2025-06-06 20:26:43.599095,PRJ7560,Baguio,16.405064,120.593,588.0,Public Plaza,Ground Cover,28.5,34.83,26.4,56.0,18.6,5.1,Rainy,Design Devt. Phase,178.8,False,7653,769223,1668881,7.4,Pending,Arvin dela Cruz,Leafline Studio,4425766.44,2270684.59,2155081.85
2025-06-02 20:26:43.599437,PRJ4682,Marikina,14.650749,121.098087,735.3,Institutional,Succulents,40.0,32.27,28.9,76.4,9.4,8.7,Cloudy,Maintenance Phase,229.4,True,2116,2961763,970326,6.9,Pending,Joshua Delos Reyes,EcoHabitat,3327799.91,3127175.8,200624.11
2025-05-20 20:26:43.599777,PRJ3559,Parañaque,14.473007,121.010127,57.5,Commercial,Ornamental Shrubs,94.1,21.32,29.2,88.6,6.7,7.6,Windy,Schematics Phase,63.2,False,8562,3469140,4274022,8.5,Paid,Alvin Narciso,UrbanCanopy Builders,3849024.91,3780680.64,68344.27
2025-05-27 20:26:43.600117,PRJ6906,Marikina,14.658308,121.106354,1471.6,Commercial,Native Grass,94.2,58.98,25.5,82.1,8.0,7.3,Cloudy,Design Devt. Phase,163.3,True,7905,2937278,2342299,9.9,Paid,Vince Perez,GreenScape Inc.,4433404.79,4404076.28,29328.51
2025-05-23 20:26:43.600479,PRJ4609,Butuan,8.95046,125.545593,84.0,Campus Landscape,Succulents,86.8,33.81,32.1,78.1,14.3,6.9,Cloudy,Maintenance Phase,209.1,True,1925,2404315,3531416,7.8,Pending,Daniel Guzman,FloraFusion Co.,2359345.99,1417824.25,941521.74
2025-05-10 20:26:43.600821,PRJ6176,Muntinlupa,14.415433,121.036142,1636.9,Campus Landscape,Tropical Trees,54.4,25.08,30.9,78.5,16.8,7.7,Sunny,Contract Document Phase,162.4,False,6500,4497038,2264953,2.8,Pending,Xavier Andaya,BotaniCore Inc.,1283500.35,911520.61,371979.74
2025-05-27 20:26:43.601167,PRJ5648,Calamba,14.220343,121.169714,1205.1,Commercial,Native Grass,61.1,20.29,28.6,66.8,0.8,6.0,Sunny,Schematics Phase,163.6,True,1842,3164779,4960842,9.4,Pending,Ryan Musa,Leafline Studio,2818569.95,637002.3,2181567.65
2025-05-10 20:26:43.601507,PRJ5480,Parañaque,14.480793,121.023291,511.7,Commercial,Succulents,70.3,46.57,25.5,55.8,6.8,7.2,Cloudy,Maintenance Phase,245.2,False,3188,3661012,590231,4.9,Paid,Danilo Prado,BotaniCore Inc.,1062628.04,627908.66,434719.38
2025-06-03 20:26:43.601854,PRJ5536,Angeles City,15.155755,120.591811,1530.3,Urban Park,Native Grass,67.7,43.36,28.9,74.8,0.3,9.1,Windy,Design Devt. Phase,231.4,False,3070,748170,5754287,6.6,Pending,Arvin dela Cruz,EcoVerde Philippines,4864806.3,137001.91,4727804.39
2025-05-16 20:26:43.602200,PRJ7622,Legazpi,13.134664,123.746455,1905.2,Urban Park,Succulents,43.9,32.12,34.0,73.4,19.2,5.4,Cloudy,Construction Phase,87.0,False,1079,2903950,2145821,2.5,Overdue,John Mark Asuncion,EcoTierra Solutions,4985569.2,394937.11,4590632.09
2025-05-20 20:26:43.602542,PRJ3069,Puerto Princesa,9.731846,118.73157,1945.7,Institutional,Tropical Trees,56.6,71.15,32.0,59.2,10.0,7.1,Stormy,Construction Phase,244.4,False,3187,2432615,2995363,7.8,Pending,Cedric Fernando,GreenForm Innovations,4278557.59,669329.81,3609227.78
2025-06-05 20:26:43.602881,PRJ5237,Naga City,13.630526,123.19657,714.9,Rooftop Garden,Tropical Trees,32.8,46.78,25.8,65.2,11.5,5.8,Stormy,Maintenance Phase,227.6,False,5479,2699896,3125413,2.3,Overdue,Wilfred dela Rosa,UrbanCanopy Builders,4692770.9,828443.25,3864327.65
2025-06-01 20:26:43.603234,PRJ3000,Legazpi,13.143679,123.735804,358.0,Public Plaza,Tropical Trees,22.9,74.85,30.6,73.4,15.9,6.1,Windy,Maintenance Phase,274.2,False,6073,2433104,679945,1.4,Paid,Shawn Domingo,GreenForm Innovations,3078969.41,1788358.26,1290611.15
